SiteID,CompanyCode,ARSubledgerCode,PartNumber,WarehouseCode,TransactionDate,LineNumber,TransactionType,ReferenceNumber,ReferenceDescription,Quantity,AllocationType,AllocationCompany,AllocationAccount,Notes,APSubledgerCode,SupplierCode,PurchaseOrderNumber,UnitCost,InventoryCost,ETLUserID,ETLDateCreated,ETLDateModified
ADVDAS,AD,AR,8500830,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,21,,,,,,,,0,8.55,LUKE,2016-12-08 16:51:55,2016-12-08 16:51:55
ADVDAS,AD,AR,8500833,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,75,,,,,,,,0,16.37,LUKE,2016-12-08 16:51:58,2016-12-08 16:51:58
ADVDAS,AD,AR,8500834,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,0,LUKE,2016-12-08 16:52:00,2016-12-08 16:52:00
ADVDAS,AD,AR,8500835,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,17.57,LUKE,2016-12-08 16:52:02,2016-12-08 16:52:02
ADVDAS,AD,AR,8500849,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,50,,,,,,,,0,4.56,LUKE,2016-12-08 16:52:03,2016-12-08 16:52:03
ADVDAS,AD,AR,8500854,,2016-11-04 00:00:00,01,CA,,Inventory Upload,27,,,,,,,,0,4.36,GJSYSTEM,2016-12-01 04:11:29,2016-12-01 04:11:29
ADVDAS,AD,AR,8500854,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,27,,,,,,,,0,4.36,LUKE,2016-12-08 16:52:07,2016-12-08 16:52:07
ADVDAS,AD,AR,8500889,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,10.372,LUKE,2016-12-08 16:52:10,2016-12-08 16:52:10
ADVDAS,AD,AR,8500890,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,5.15,LUKE,2016-12-08 16:52:12,2016-12-08 16:52:12
ADVDAS,AD,AR,8500895,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,24.59,LUKE,2016-12-08 16:52:12,2016-12-08 16:52:12
ADVDAS,AD,AR,8500897,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,8.15,LUKE,2016-12-08 16:52:13,2016-12-08 16:52:13
ADVDAS,AD,AR,8500946,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,119.49,LUKE,2016-12-08 16:52:16,2016-12-08 16:52:16
ADVDAS,AD,AR,8500986,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,3.422,LUKE,2016-12-08 16:52:17,2016-12-08 16:52:17
ADVDAS,AD,AR,8501045,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,20.07,LUKE,2016-12-08 16:52:19,2016-12-08 16:52:19
ADVDAS,AD,AR,8501144,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,82,,,,,,,,0,0.69,LUKE,2016-12-08 16:52:20,2016-12-08 16:52:20
ADVDAS,AD,AR,8501155,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,49.75,LUKE,2016-12-08 16:52:21,2016-12-08 16:52:21
ADVDAS,AD,AR,8501312,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,13.08,LUKE,2016-12-08 16:52:25,2016-12-08 16:52:25
ADVDAS,AD,AR,8501350,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,382.761,LUKE,2016-12-08 16:52:27,2016-12-08 16:52:27
ADVDAS,AD,AR,8501367,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,20.04,LUKE,2016-12-08 16:52:29,2016-12-08 16:52:29
ADVDAS,AD,AR,8501387,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,12.51,LUKE,2016-12-08 16:52:30,2016-12-08 16:52:30
ADVDAS,AD,AR,8501413,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,13.37,LUKE,2016-12-08 16:52:30,2016-12-08 16:52:30
ADVDAS,AD,AR,8501433,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,24.1,LUKE,2016-12-08 16:52:32,2016-12-08 16:52:32
ADVDAS,AD,AR,8501500,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,0.31,LUKE,2016-12-08 16:52:32,2016-12-08 16:52:32
ADVDAS,AD,AR,8501501,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,17.56,LUKE,2016-12-08 16:52:32,2016-12-08 16:52:32
ADVDAS,AD,AR,8501502,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,26.5,LUKE,2016-12-08 16:52:32,2016-12-08 16:52:32
ADVDAS,AD,AR,8501901,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,51.82,LUKE,2016-12-08 16:52:37,2016-12-08 16:52:37
ADVDAS,AD,AR,8501909,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,10.92,LUKE,2016-12-08 16:52:41,2016-12-08 16:52:41
ADVDAS,AD,AR,8501936,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,63,,,,,,,,0,1.422,LUKE,2016-12-08 16:52:42,2016-12-08 16:52:42
ADVDAS,AD,AR,8501941,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,20,,,,,,,,0,3.83,LUKE,2016-12-08 16:52:44,2016-12-08 16:52:44
ADVDAS,AD,AR,8502059,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,50.04,LUKE,2016-12-08 16:52:52,2016-12-08 16:52:52
ADVDAS,AD,AR,8502127,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,0,LUKE,2016-12-08 16:52:53,2016-12-08 16:52:53
ADVDAS,AD,AR,8502190,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,13,,,,,,,,0,5.03,LUKE,2016-12-08 16:52:57,2016-12-08 16:52:57
ADVDAS,AD,AR,8502203,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,8.156,LUKE,2016-12-08 16:52:58,2016-12-08 16:52:58
ADVDAS,AD,AR,8502244,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,41.641,LUKE,2016-12-08 16:53:01,2016-12-08 16:53:01
ADVDAS,AD,AR,8502250,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,149,LUKE,2016-12-08 16:53:02,2016-12-08 16:53:02
ADVDAS,AD,AR,8502256,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,11.74,LUKE,2016-12-08 16:53:03,2016-12-08 16:53:03
ADVDAS,AD,AR,8502261,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,21.39,LUKE,2016-12-08 16:53:04,2016-12-08 16:53:04
ADVDAS,AD,AR,8502264,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,37.72,LUKE,2016-12-08 16:53:05,2016-12-08 16:53:05
ADVDAS,AD,AR,8502330,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,84.48,LUKE,2016-12-08 16:53:06,2016-12-08 16:53:06
ADVDAS,AD,AR,8502350,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,1034.387,LUKE,2016-12-08 16:53:09,2016-12-08 16:53:09
ADVDAS,AD,AR,8502372,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,37,,,,,,,,0,1.74,LUKE,2016-12-08 16:53:11,2016-12-08 16:53:11
ADVDAS,AD,AR,8502441,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,0.754,LUKE,2016-12-08 16:53:14,2016-12-08 16:53:14
ADVDAS,AD,AR,8502622,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,13,,,,,,,,0,36.91,LUKE,2016-12-08 16:53:21,2016-12-08 16:53:21
ADVDAS,AD,AR,8502697,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,302.417,LUKE,2016-12-08 16:53:24,2016-12-08 16:53:24
ADVDAS,AD,AR,8502966,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,5.63,LUKE,2016-12-08 16:53:33,2016-12-08 16:53:33
ADVDAS,AD,AR,8502986-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,133,,,,,,,,0,2.877,LUKE,2016-12-08 16:53:36,2016-12-08 16:53:36
ADVDAS,AD,AR,8502987-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,568,,,,,,,,0,4.761,LUKE,2016-12-08 16:53:39,2016-12-08 16:53:39
ADVDAS,AD,AR,8503026,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,6.8,LUKE,2016-12-08 16:53:43,2016-12-08 16:53:43
ADVDAS,AD,AR,8503075,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,123.098,LUKE,2016-12-08 16:53:46,2016-12-08 16:53:46
ADVDAS,AD,AR,8503075-2,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,61.86,LUKE,2016-12-08 16:53:51,2016-12-08 16:53:51
ADVDAS,AD,AR,8503076,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,147.256,LUKE,2016-12-08 16:53:52,2016-12-08 16:53:52
ADVDAS,AD,AR,8503188,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,104,LUKE,2016-12-08 16:53:56,2016-12-08 16:53:56
ADVDAS,AD,AR,8503189,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,133.23,LUKE,2016-12-08 16:53:58,2016-12-08 16:53:58
ADVDAS,AD,AR,8503199,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,95.22,LUKE,2016-12-08 16:53:59,2016-12-08 16:53:59
ADVDAS,AD,AR,8503200,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,138.92,LUKE,2016-12-08 16:54:00,2016-12-08 16:54:00
ADVDAS,AD,AR,8503201,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,148.21,LUKE,2016-12-08 16:54:01,2016-12-08 16:54:01
ADVDAS,AD,AR,8503682,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,53.031,LUKE,2016-12-08 16:54:03,2016-12-08 16:54:03
ADVDAS,AD,AR,8503691,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,59,,,,,,,,0,2.477,LUKE,2016-12-08 16:54:05,2016-12-08 16:54:05
ADVDAS,AD,AR,8503715,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,16.5,,,,,,,,0,27.898,LUKE,2016-12-08 16:54:06,2016-12-08 16:54:06
ADVDAS,AD,AR,8503715-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,53,,,,,,,,0,16.508,LUKE,2016-12-08 16:54:07,2016-12-08 16:54:07
ADVDAS,AD,AR,8503823,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,365.09,LUKE,2016-12-08 16:54:11,2016-12-08 16:54:11
ADVDAS,AD,AR,8503853,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,14.04,LUKE,2016-12-08 16:54:12,2016-12-08 16:54:12
ADVDAS,AD,AR,8503858,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,34.28,LUKE,2016-12-08 16:54:16,2016-12-08 16:54:16
ADVDAS,AD,AR,8503938,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,541.033,LUKE,2016-12-08 16:54:18,2016-12-08 16:54:18
ADVDAS,AD,AR,8504010,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,1.19,LUKE,2016-12-08 16:54:20,2016-12-08 16:54:20
ADVDAS,AD,AR,8504044-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,318,,,,,,,,0,4.761,LUKE,2016-12-08 16:54:21,2016-12-08 16:54:21
ADVDAS,AD,AR,8504117,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,275.75,LUKE,2016-12-08 16:54:23,2016-12-08 16:54:23
ADVDAS,AD,AR,8504120,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,625.05,LUKE,2016-12-08 16:54:24,2016-12-08 16:54:24
ADVDAS,AD,AR,8504148,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,33.69,LUKE,2016-12-08 16:54:26,2016-12-08 16:54:26
ADVDAS,AD,AR,8504277,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,14.65,LUKE,2016-12-08 16:54:31,2016-12-08 16:54:31
ADVDAS,AD,AR,8504278,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,16.94,LUKE,2016-12-08 16:54:32,2016-12-08 16:54:32
ADVDAS,AD,AR,8504745,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,12,,,,,,,,0,14.21,LUKE,2016-12-08 16:54:34,2016-12-08 16:54:34
ADVDAS,AD,AR,8505017,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,113.1,LUKE,2016-12-08 16:54:37,2016-12-08 16:54:37
ADVDAS,AD,AR,8505028,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,6.68,LUKE,2016-12-08 16:54:38,2016-12-08 16:54:38
ADVDAS,AD,AR,8505035,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,52.02,LUKE,2016-12-08 16:54:40,2016-12-08 16:54:40
ADVDAS,AD,AR,8505042,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,0,LUKE,2016-12-08 16:54:42,2016-12-08 16:54:42
ADVDAS,AD,AR,8505043,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,84.59,LUKE,2016-12-08 16:54:42,2016-12-08 16:54:42
ADVDAS,AD,AR,8505044,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,132,,,,,,,,0,0.383,LUKE,2016-12-08 16:54:43,2016-12-08 16:54:43
ADVDAS,AD,AR,8505046,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,17.23,LUKE,2016-12-08 16:54:45,2016-12-08 16:54:45
ADVDAS,AD,AR,8505057,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,21.552,LUKE,2016-12-08 16:54:47,2016-12-08 16:54:47
ADVDAS,AD,AR,8505061,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,143.371,LUKE,2016-12-08 16:54:48,2016-12-08 16:54:48
ADVDAS,AD,AR,8505088,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,24.37,LUKE,2016-12-08 16:54:50,2016-12-08 16:54:50
ADVDAS,AD,AR,8505089,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,13.7,LUKE,2016-12-08 16:54:51,2016-12-08 16:54:51
ADVDAS,AD,AR,8505091,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,7.82,LUKE,2016-12-08 16:54:52,2016-12-08 16:54:52
ADVDAS,AD,AR,8505093,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,54.7,LUKE,2016-12-08 16:54:53,2016-12-08 16:54:53
ADVDAS,AD,AR,8505098,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,27.02,LUKE,2016-12-08 16:54:56,2016-12-08 16:54:56
ADVDAS,AD,AR,8505605,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,0.831,LUKE,2016-12-08 16:54:57,2016-12-08 16:54:57
ADVDAS,AD,AR,8505789,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,247,,,,,,,,0,34.83,LUKE,2016-12-08 16:55:00,2016-12-08 16:55:00
ADVDAS,AD,AR,8505790,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,19.13,LUKE,2016-12-08 16:55:01,2016-12-08 16:55:01
ADVDAS,AD,AR,8505791,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,200.116,LUKE,2016-12-08 16:55:03,2016-12-08 16:55:03
ADVDAS,AD,AR,8505891,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,21.685,LUKE,2016-12-08 16:55:04,2016-12-08 16:55:04
ADVDAS,AD,AR,8505903,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,5.863,LUKE,2016-12-08 16:55:07,2016-12-08 16:55:07
ADVDAS,AD,AR,8506105,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,49.985,LUKE,2016-12-08 16:55:09,2016-12-08 16:55:09
ADVDAS,AD,AR,8506109,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,8.45,LUKE,2016-12-08 16:55:10,2016-12-08 16:55:10
ADVDAS,AD,AR,8506122,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,41.86,LUKE,2016-12-08 16:55:13,2016-12-08 16:55:13
ADVDAS,AD,AR,8506176,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,27.89,LUKE,2016-12-08 16:55:14,2016-12-08 16:55:14
ADVDAS,AD,AR,8506177,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,31,,,,,,,,0,11,LUKE,2016-12-08 16:55:16,2016-12-08 16:55:16
ADVDAS,AD,AR,8506212,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,36.76,LUKE,2016-12-08 16:55:18,2016-12-08 16:55:18
ADVDAS,AD,AR,8506216,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,90.209,LUKE,2016-12-08 16:55:19,2016-12-08 16:55:19
ADVDAS,AD,AR,8506219,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,31.68,LUKE,2016-12-08 16:55:21,2016-12-08 16:55:21
ADVDAS,AD,AR,8506223,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,311.901,LUKE,2016-12-08 16:55:23,2016-12-08 16:55:23
ADVDAS,AD,AR,8506241,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,24,,,,,,,,0,22.028,LUKE,2016-12-08 16:55:25,2016-12-08 16:55:25
ADVDAS,AD,AR,8506292,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,22.42,LUKE,2016-12-08 16:55:30,2016-12-08 16:55:30
ADVDAS,AD,AR,8506295,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,64.16,LUKE,2016-12-08 16:55:33,2016-12-08 16:55:33
ADVDAS,AD,AR,8506309,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,53.54,LUKE,2016-12-08 16:55:35,2016-12-08 16:55:35
ADVDAS,AD,AR,8506512,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,0,LUKE,2016-12-08 16:55:42,2016-12-08 16:55:42
ADVDAS,AD,AR,8506530,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,5.16,LUKE,2016-12-08 16:55:47,2016-12-08 16:55:47
ADVDAS,AD,AR,8506554,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,54,,,,,,,,0,1.94,LUKE,2016-12-08 16:55:49,2016-12-08 16:55:49
ADVDAS,AD,AR,8506566,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,56,,,,,,,,0,1.23,LUKE,2016-12-08 16:55:52,2016-12-08 16:55:52
ADVDAS,AD,AR,8506681,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,7.586,LUKE,2016-12-08 16:55:56,2016-12-08 16:55:56
ADVDAS,AD,AR,8506696,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,1.99,LUKE,2016-12-08 16:55:58,2016-12-08 16:55:58
ADVDAS,AD,AR,8506723-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,24,,,,,,,,0,13.89,LUKE,2016-12-08 16:56:00,2016-12-08 16:56:00
ADVDAS,AD,AR,8506724-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,43,,,,,,,,0,27.39,LUKE,2016-12-08 16:56:00,2016-12-08 16:56:00
ADVDAS,AD,AR,8506788,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,52.706,LUKE,2016-12-08 16:56:04,2016-12-08 16:56:04
ADVDAS,AD,AR,8506805,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,244,,,,,,,,0,1.48,LUKE,2016-12-08 16:56:04,2016-12-08 16:56:04
ADVDAS,AD,AR,8506817,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,20,,,,,,,,0,0,LUKE,2016-12-08 16:56:06,2016-12-08 16:56:06
ADVDAS,AD,AR,8506829,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,2.318,LUKE,2016-12-08 16:56:08,2016-12-08 16:56:08
ADVDAS,AD,AR,8506882,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,41.355,LUKE,2016-12-08 16:56:10,2016-12-08 16:56:10
ADVDAS,AD,AR,8506894,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,27,,,,,,,,0,16.32,LUKE,2016-12-08 16:56:12,2016-12-08 16:56:12
ADVDAS,AD,AR,8506898,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,12.13,LUKE,2016-12-08 16:56:13,2016-12-08 16:56:13
ADVDAS,AD,AR,8506899,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,39,,,,,,,,0,8.694,LUKE,2016-12-08 16:56:15,2016-12-08 16:56:15
ADVDAS,AD,AR,8506904,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,100,,,,,,,,0,0.71,LUKE,2016-12-08 16:56:18,2016-12-08 16:56:18
ADVDAS,AD,AR,8506920,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,6.54,LUKE,2016-12-08 16:56:20,2016-12-08 16:56:20
ADVDAS,AD,AR,8506931,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,7.1,LUKE,2016-12-08 16:56:22,2016-12-08 16:56:22
ADVDAS,AD,AR,8506959,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,25.096,LUKE,2016-12-08 16:56:24,2016-12-08 16:56:24
ADVDAS,AD,AR,8507080,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,146,LUKE,2016-12-08 16:56:27,2016-12-08 16:56:27
ADVDAS,AD,AR,8507139,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,415.8,LUKE,2016-12-08 16:56:29,2016-12-08 16:56:29
ADVDAS,AD,AR,8507233,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,107.075,LUKE,2016-12-08 16:56:35,2016-12-08 16:56:35
ADVDAS,AD,AR,8507265,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,90.36,LUKE,2016-12-08 16:56:36,2016-12-08 16:56:36
ADVDAS,AD,AR,8507400,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,206.5,,,,,,,,0,0.93,LUKE,2016-12-08 16:56:39,2016-12-08 16:56:39
ADVDAS,AD,AR,8507531,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,722.07,LUKE,2016-12-08 16:56:42,2016-12-08 16:56:42
ADVDAS,AD,AR,8507620,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,240,,,,,,,,0,5.58,LUKE,2016-12-08 16:56:44,2016-12-08 16:56:44
ADVDAS,AD,AR,8507719,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,25.38,LUKE,2016-12-08 16:56:45,2016-12-08 16:56:45
ADVDAS,AD,AR,8507901,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,25.153,LUKE,2016-12-08 16:56:46,2016-12-08 16:56:46
ADVDAS,AD,AR,8507903,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,40.525,LUKE,2016-12-08 16:56:48,2016-12-08 16:56:48
ADVDAS,AD,AR,8507904,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,3.51,LUKE,2016-12-08 16:56:50,2016-12-08 16:56:50
ADVDAS,AD,AR,8507905,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,65,,,,,,,,0,0.486,LUKE,2016-12-08 16:56:53,2016-12-08 16:56:53
ADVDAS,AD,AR,8507905-S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,14,,,,,,,,0,1.15,LUKE,2016-12-08 16:56:55,2016-12-08 16:56:55
ADVDAS,AD,AR,8507908,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,3.439,LUKE,2016-12-08 16:56:56,2016-12-08 16:56:56
ADVDAS,AD,AR,8507932,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,25,,,,,,,,0,3.302,LUKE,2016-12-08 16:56:58,2016-12-08 16:56:58
ADVDAS,AD,AR,8507933,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,32,,,,,,,,0,3.301,LUKE,2016-12-08 16:56:59,2016-12-08 16:56:59
ADVDAS,AD,AR,8507938,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,16,,,,,,,,0,6.663,LUKE,2016-12-08 16:57:00,2016-12-08 16:57:00
ADVDAS,AD,AR,8507950,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,15,,,,,,,,0,10.794,LUKE,2016-12-08 16:57:02,2016-12-08 16:57:02
ADVDAS,AD,AR,8507951,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,101,,,,,,,,0,0.463,LUKE,2016-12-08 16:57:03,2016-12-08 16:57:03
ADVDAS,AD,AR,8507954,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,11,,,,,,,,0,29.8,LUKE,2016-12-08 16:57:07,2016-12-08 16:57:07
